Date,Open,High,Low,Close,Adj Close,Volume
2016-04-13,60.480000,62.160000,60.380001,61.790001,55.163761,37516800
2016-04-14,61.689999,62.910000,61.610001,62.590000,55.877968,24249900
2016-04-15,62.880001,62.900002,61.450001,61.869999,55.235180,19290700
2016-04-18,61.639999,62.580002,61.529999,62.270000,55.592285,13813100
2016-04-19,62.549999,63.480000,62.549999,63.320000,56.529682,19255600
2016-04-20,63.480000,64.309998,63.150002,64.239998,57.351013,14594400
2016-04-21,64.260002,64.660004,63.340000,63.599998,56.779652,15395800
2016-04-22,63.639999,64.379997,63.639999,63.970001,57.109982,12444700
2016-04-25,63.599998,63.950001,63.150002,63.599998,56.779652,10687200
2016-04-26,63.810001,64.070000,63.330002,63.930000,57.074265,12048000
2016-04-27,63.860001,64.639999,63.599998,64.110001,57.234962,15284100
2016-04-28,63.639999,64.419998,63.349998,63.599998,56.779652,12852500
2016-04-29,63.090000,63.610001,62.700001,63.200001,56.422554,16376400
2016-05-02,63.689999,64.000000,63.139999,63.790001,56.949284,10247300
2016-05-03,62.900002,62.910000,61.799999,62.560001,55.851185,19120300
2016-05-04,61.750000,62.259998,61.270000,61.570000,54.967354,17030200
2016-05-05,61.599998,62.000000,61.060001,61.240002,54.672741,14033900
2016-05-06,60.700001,61.680000,60.590000,61.599998,54.994125,11057900
2016-05-09,61.369999,61.889999,61.049999,61.209999,54.645954,11197100
2016-05-10,61.549999,62.259998,61.349998,62.040001,55.386944,11897200
2016-05-11,61.970001,62.599998,61.810001,61.810001,55.181614,11254000
2016-05-12,62.270000,62.560001,61.369999,61.770000,55.145901,11071700
2016-05-13,61.700001,62.400002,61.020000,61.200001,54.637028,15122300
2016-05-16,61.209999,61.990002,61.000000,61.660000,55.047691,10951300
2016-05-17,61.430000,62.160000,61.150002,61.660000,55.047691,12180900
2016-05-18,61.700001,64.169998,61.689999,64.040001,57.172466,24007100
2016-05-19,63.529999,64.220001,62.900002,63.389999,56.592175,16076200
2016-05-20,63.860001,64.190002,63.369999,63.509998,56.699303,11862000
2016-05-23,63.450001,63.869999,63.160000,63.459999,56.654667,9347500
2016-05-24,63.939999,64.769997,63.810001,64.540001,57.618855,13839400
2016-05-25,64.940002,66.199997,64.919998,65.519997,58.493767,18935200
2016-05-26,65.570000,65.580002,64.910004,65.029999,58.056301,9428400
2016-05-27,65.209999,65.459999,65.050003,65.430000,58.413418,10116000
2016-05-31,65.730003,65.820000,64.959999,65.269997,58.270561,15139400
2016-06-01,64.760002,65.919998,64.260002,65.690002,58.645523,14031000
2016-06-02,65.519997,65.809998,65.160004,65.809998,58.752651,10637600
2016-06-03,64.250000,64.860001,63.549999,64.639999,57.708122,20261700
2016-06-06,64.639999,65.760002,64.599998,65.279999,58.279491,13193500
2016-06-07,65.449997,65.739998,65.040001,65.059998,58.083084,9924100
2016-06-08,64.930000,65.480003,64.919998,65.250000,58.252705,9428000
2016-06-09,64.790001,64.900002,64.269997,64.750000,57.806332,10817800
2016-06-10,63.930000,64.070000,63.580002,63.840000,56.993923,16678400
2016-06-13,63.480000,64.339996,63.259998,63.270000,56.485046,14314900
2016-06-14,62.680000,63.470001,61.680000,62.080002,55.422665,19509300
2016-06-15,62.410000,62.980000,61.910000,61.970001,55.324451,16982100
2016-06-16,61.450001,62.299999,60.900002,62.220001,55.547646,16791200
2016-06-17,62.299999,62.709999,61.930000,62.279999,55.601212,15751500
2016-06-20,63.450001,63.849998,62.340000,62.369999,55.681557,12213200
2016-06-21,62.730000,63.000000,62.139999,62.950001,56.199364,11611600
2016-06-22,62.950001,63.709999,62.680000,62.709999,55.985100,12643500
2016-06-23,63.700001,64.150002,63.529999,64.050003,57.181396,16583600
2016-06-24,60.480000,61.700001,59.340000,59.599998,53.208607,44108700
2016-06-27,58.709999,58.750000,57.049999,57.610001,51.432011,37300700
2016-06-28,59.189999,59.549999,58.259998,59.520000,53.137184,29088700
2016-06-29,60.360001,61.209999,60.000000,61.200001,54.637028,21483000
2016-06-30,61.630001,62.189999,61.020000,62.139999,55.476215,21343600
2016-07-01,61.660000,62.009998,61.160000,61.259998,55.116329,14217800
2016-07-05,60.450001,60.599998,59.099998,59.549999,53.577831,23357700
2016-07-06,59.009998,60.290001,58.759998,60.189999,54.153652,20429800
2016-07-07,60.520000,61.139999,60.160000,60.580002,54.504532,13771400
2016-07-08,61.330002,62.169998,61.330002,61.830002,55.629169,16998800
2016-07-11,62.419998,62.950001,62.139999,62.270000,56.025047,13151400
2016-07-12,63.029999,63.560001,62.889999,63.200001,56.861778,16588100
2016-07-13,63.080002,63.430000,62.639999,63.160000,56.825794,18526900
2016-07-14,64.739998,64.980003,64.050003,64.120003,57.689514,28985900
2016-07-15,64.750000,64.800003,63.610001,64.180000,57.743500,17607100
2016-07-18,64.129997,64.400002,63.900002,63.959999,57.545555,10824400
2016-07-19,63.610001,64.099998,63.459999,63.860001,57.455589,9737400
2016-07-20,64.110001,64.230003,63.709999,63.930000,57.518562,10411100
2016-07-21,64.000000,64.180000,63.630001,63.689999,57.302628,9808700
2016-07-22,63.900002,64.089996,63.599998,64.040001,57.617538,8195700
2016-07-25,63.980000,64.169998,63.680000,63.869999,57.464592,8168300
2016-07-26,63.980000,64.260002,63.709999,64.129997,57.698498,8067800
2016-07-27,64.080002,64.690002,64.059998,64.330002,57.878448,11806800
2016-07-28,64.000000,64.190002,63.720001,64.099998,57.671520,10013400
2016-07-29,63.799999,64.290001,63.750000,63.970001,57.554554,13210400
2016-08-01,64.150002,64.309998,63.610001,63.799999,57.401604,11422600
2016-08-02,63.590000,64.010002,63.380001,63.650002,57.266647,13550000
2016-08-03,63.689999,64.669998,63.650002,64.660004,58.175354,13122300
2016-08-04,64.489998,64.820000,64.269997,64.559998,58.085377,9873000
2016-08-05,65.139999,66.370003,65.070000,66.300003,59.650887,20752700
2016-08-08,66.070000,66.489998,65.839996,66.099998,59.470932,11359200
2016-08-09,66.180000,66.279999,65.690002,65.870003,59.264004,10097000
2016-08-10,65.919998,66.070000,65.160004,65.279999,58.733173,11556100
2016-08-11,65.269997,65.690002,65.019997,65.459999,58.895119,9604500
2016-08-12,64.970001,65.349998,64.860001,65.320000,58.769157,7685400
2016-08-15,65.559998,65.830002,65.459999,65.720001,59.129051,8371600
2016-08-16,65.360001,65.959999,65.239998,65.709999,59.120056,10128900
2016-08-17,65.800003,65.980003,65.540001,65.889999,59.282001,11868100
2016-08-18,65.620003,65.989998,65.529999,65.949997,59.335983,9313600
2016-08-19,65.720001,65.910004,65.220001,65.860001,59.255001,9084900
2016-08-22,65.750000,65.879997,65.410004,65.800003,59.201031,9055600
2016-08-23,66.070000,66.339996,65.760002,65.769997,59.174038,8949600
2016-08-24,65.989998,66.230003,65.769997,65.949997,59.335983,10167200
2016-08-25,65.910004,66.139999,65.790001,66.070000,59.443947,9978700
2016-08-26,66.330002,66.879997,65.849998,66.220001,59.578911,14038600
2016-08-29,66.489998,67.099998,66.459999,66.949997,60.235703,14583100
2016-08-30,66.949997,67.599998,66.949997,67.500000,60.730537,13791200
2016-08-31,67.459999,67.769997,66.860001,67.500000,60.730537,14952300
2016-09-01,67.639999,67.720001,66.650002,67.209999,60.469624,12226500
2016-09-02,67.400002,67.580002,66.980003,67.489998,60.721554,13720700
2016-09-06,67.500000,67.550003,66.709999,67.440002,60.676552,16649400
2016-09-07,67.160004,67.589996,66.959999,67.160004,60.424641,10070400
2016-09-08,67.220001,67.680000,67.000000,67.250000,60.505608,12253000
2016-09-09,67.029999,67.430000,66.639999,66.650002,59.965790,19686900
2016-09-12,66.139999,67.300003,65.760002,67.059998,60.334675,16453000
2016-09-13,66.110001,66.860001,65.820000,66.529999,59.857819,18876100
2016-09-14,66.269997,67.250000,66.209999,66.400002,59.740849,12648600
2016-09-15,66.290001,66.930000,66.089996,66.639999,59.956783,12531300
2016-09-16,66.089996,66.260002,65.440002,65.820000,59.219025,25161500
2016-09-19,66.150002,66.639999,65.849998,66.190002,59.551907,13466900
2016-09-20,66.750000,66.849998,66.239998,66.459999,59.794830,10092200
2016-09-21,66.839996,67.129997,66.309998,66.839996,60.136730,14116800
2016-09-22,66.989998,67.419998,66.839996,67.389999,60.631561,12781700
2016-09-23,67.389999,67.900002,67.180000,67.250000,60.505608,13967400
2016-09-26,66.599998,66.800003,65.540001,65.779999,59.183025,16408100
2016-09-27,65.410004,66.410004,65.110001,66.360001,59.704868,13711400
2016-09-28,66.580002,66.769997,65.989998,66.709999,60.019756,11278000
2016-09-29,66.699997,67.209999,65.349998,65.650002,59.066067,18727200
2016-09-30,66.080002,67.059998,66.080002,66.589996,59.911797,21680100
2016-10-03,66.349998,66.919998,66.260002,66.510002,59.839817,14901700
2016-10-04,66.209999,67.180000,66.099998,66.599998,60.356388,17226900
2016-10-05,66.889999,68.070000,66.800003,67.690002,61.344204,16280000
2016-10-06,67.730003,67.970001,67.050003,67.870003,61.507320,17485000
2016-10-07,67.790001,68.180000,67.400002,68.110001,61.724834,18497000
2016-10-10,68.339996,69.059998,68.230003,68.639999,62.205132,13027500
2016-10-11,68.500000,68.820000,67.930000,68.309998,61.906075,15657100
2016-10-12,68.260002,68.589996,68.050003,68.129997,61.742947,11899800
2016-10-13,67.459999,67.870003,66.820000,67.739998,61.389515,17890000
2016-10-14,68.800003,69.029999,67.300003,67.519997,61.190140,24163800
2016-10-17,67.419998,67.790001,66.739998,67.169998,60.872948,14963400
2016-10-18,67.849998,68.209999,67.540001,67.699997,61.353252,11870300
2016-10-19,67.809998,68.500000,67.809998,68.349998,61.942322,12705800
2016-10-20,68.080002,68.680000,67.940002,68.260002,61.860764,14122000
2016-10-21,67.809998,68.529999,67.699997,68.489998,62.069199,12175700
2016-10-24,68.970001,69.050003,68.500000,68.870003,62.413574,10197100
2016-10-25,68.879997,68.930000,68.379997,68.800003,62.350140,9945100
2016-10-26,68.370003,69.250000,68.370003,69.129997,62.649208,9801300
2016-10-27,69.489998,69.769997,69.099998,69.230003,62.739822,14210700
2016-10-28,69.529999,69.550003,68.470001,69.110001,62.631077,12766500
2016-10-31,69.430000,69.580002,69.230003,69.260002,62.767017,14336300
2016-11-01,69.480003,69.779999,68.330002,68.970001,62.504204,15564500
2016-11-02,68.650002,68.849998,68.010002,68.680000,62.241394,12449800
2016-11-03,68.860001,69.190002,68.220001,68.379997,61.969509,10369700
2016-11-04,68.489998,68.559998,67.639999,67.760002,61.407635,13571300
2016-11-07,69.080002,69.970001,69.000000,69.879997,63.328892,16515100
2016-11-08,69.699997,70.550003,69.239998,70.029999,63.464836,17531700
2016-11-09,71.459999,74.150002,71.320000,73.250000,66.382957,50948400
2016-11-10,74.220001,77.250000,74.220001,76.650002,69.464211,56192300
2016-11-11,76.300003,76.720001,75.769997,76.690002,69.500481,27574300
2016-11-14,77.250000,80.440002,77.250000,79.510002,72.056107,46130700
2016-11-15,78.370003,79.410004,77.779999,79.360001,71.920166,28126300
2016-11-16,78.220001,78.349998,76.879997,77.400002,70.143913,26054900
2016-11-17,77.930000,78.459999,77.599998,78.019997,70.705795,19306700
2016-11-18,77.959999,78.419998,77.550003,77.709999,70.424850,19770000
2016-11-21,78.000000,78.169998,77.290001,78.050003,70.732994,11983500
2016-11-22,78.349998,78.559998,77.760002,78.529999,71.167969,14410100
2016-11-23,78.870003,79.239998,77.889999,78.860001,71.467026,13373700
2016-11-25,79.099998,79.449997,78.470001,78.830002,71.439857,6185700
2016-11-28,78.180000,78.870003,78.019997,78.320000,70.977654,13007200
2016-11-29,78.389999,79.160004,78.389999,78.919998,71.521408,14144100
2016-11-30,79.919998,80.529999,79.699997,80.169998,72.654205,25351900
2016-12-01,80.650002,82.279999,80.650002,81.790001,74.122353,23823600
2016-12-02,81.800003,81.830002,80.900002,81.599998,73.950180,16931500
2016-12-05,82.300003,83.290001,82.290001,83.260002,75.454536,18529800
2016-12-06,83.599998,83.809998,82.430000,83.690002,75.844238,16130000
2016-12-07,83.550003,84.089996,82.849998,84.070000,76.188614,18996900
2016-12-08,84.230003,85.500000,83.940002,85.120003,77.140160,20844900
2016-12-09,85.019997,85.500000,84.139999,85.489998,77.475471,14567200
2016-12-12,85.360001,85.790001,84.290001,84.730003,76.786736,14511300
2016-12-13,84.980003,85.669998,83.820000,84.760002,76.813934,16669000
2016-12-14,83.879997,86.120003,83.760002,84.730003,76.786736,22622600
2016-12-15,85.400002,86.489998,84.900002,86.000000,77.937660,19438900
2016-12-16,86.290001,86.290001,84.889999,84.940002,76.977043,23008500
2016-12-19,84.800003,85.440002,84.190002,85.430000,77.421120,21685100
2016-12-20,85.790001,86.540001,85.550003,86.529999,78.417992,14587300
2016-12-21,86.430000,86.809998,86.029999,86.750000,78.617363,11400500
2016-12-22,86.440002,87.169998,86.209999,86.889999,78.744240,13924200
2016-12-23,87.000000,87.150002,86.400002,87.050003,78.889244,10759400
2016-12-27,87.050003,87.160004,86.750000,87.129997,78.961731,6946400
2016-12-28,87.160004,87.389999,86.349998,86.500000,78.390800,9455600
2016-12-29,86.580002,86.669998,85.040001,85.889999,77.837990,14689000
2016-12-30,86.099998,86.419998,85.660004,86.290001,78.200485,13617800
2017-01-03,87.339996,87.760002,85.980003,87.230003,79.052376,20550700
2017-01-04,86.959999,87.180000,86.400002,86.910004,79.198174,15266600
2017-01-05,86.809998,87.110001,85.260002,86.110001,78.469170,14300800
2017-01-06,86.389999,86.620003,85.940002,86.120003,78.478271,12893300
2017-01-09,85.730003,86.769997,85.519997,86.180000,78.532944,12806600
2017-01-10,86.070000,86.900002,85.720001,86.430000,78.760750,13989000
2017-01-11,86.430000,87.080002,85.910004,87.080002,79.353081,14713100
2017-01-12,86.760002,87.269997,86.019997,86.239998,78.587616,21337400
2017-01-13,87.110001,88.169998,86.099998,86.699997,79.006813,28296000
2017-01-17,84.930000,85.220001,83.279999,83.550003,76.136314,30024600
2017-01-18,83.629997,84.230003,83.029999,83.940002,76.491714,21270100
2017-01-19,84.059998,84.669998,83.120003,83.300003,75.908501,16555600
2017-01-20,83.430000,83.830002,83.290001,83.669998,76.245667,18436800
2017-01-23,83.300003,84.000000,83.209999,83.709999,76.282127,12179200
2017-01-24,83.919998,85.000000,83.559998,84.720001,77.202492,15175300
2017-01-25,85.839996,86.169998,85.169998,86.029999,78.396263,17551000
2017-01-26,85.949997,86.949997,85.949997,86.750000,79.052376,15962800
2017-01-27,86.660004,86.980003,86.269997,86.930000,79.216393,12535400
2017-01-30,86.190002,86.500000,85.320000,86.029999,78.396263,13661900
2017-01-31,85.599998,86.150002,84.089996,84.629997,77.120468,15655100
2017-02-01,85.540001,86.099998,84.680000,84.949997,77.412071,15430900
2017-02-02,84.339996,84.910004,84.160004,84.589996,77.084023,11081400
2017-02-03,86.190002,87.309998,85.870003,87.180000,79.444214,17885200
2017-02-06,86.790001,87.449997,86.610001,86.769997,79.070587,11828400
2017-02-07,87.139999,87.400002,86.480003,86.720001,79.025040,9392800
2017-02-08,86.180000,86.309998,85.370003,85.959999,78.332466,13970900
2017-02-09,85.959999,87.330002,85.959999,87.199997,79.462440,13749100
2017-02-10,87.480003,87.480003,86.889999,87.000000,79.280190,10992500
2017-02-13,87.440002,88.739998,87.430000,88.150002,80.328148,18739100
2017-02-14,88.300003,89.699997,88.110001,89.559998,81.613014,17932100
2017-02-15,90.080002,90.870003,89.349998,90.589996,82.551628,17381800
2017-02-16,90.400002,91.040001,89.769997,90.529999,82.496933,17672700
2017-02-17,89.820000,90.470001,89.690002,90.230003,82.223579,15776600
2017-02-21,90.510002,91.150002,90.459999,91.010002,82.934364,14068300
2017-02-22,90.519997,91.300003,90.419998,91.059998,82.979904,11839000
2017-02-23,91.180000,91.339996,90.519997,91.129997,83.043724,11067000
2017-02-24,90.180000,90.540001,89.730003,90.330002,82.314713,15062300
2017-02-27,90.320000,90.730003,90.019997,90.430000,82.405830,12361000
2017-02-28,89.849998,90.820000,89.589996,90.620003,82.578964,15183500
2017-03-01,92.790001,93.980003,92.610001,93.599998,85.294533,24451400
2017-03-02,93.870003,93.919998,92.029999,92.139999,83.964096,16862500
2017-03-03,92.139999,93.110001,92.139999,92.800003,84.565514,12817500
2017-03-06,92.250000,92.320000,91.099998,91.919998,83.763603,15059200
2017-03-07,91.639999,92.089996,91.209999,91.410004,83.298874,11156800
2017-03-08,92.680000,92.849998,91.099998,91.209999,83.116600,17378400
2017-03-09,91.599998,92.139999,91.150002,91.570000,83.444679,13726200
2017-03-10,91.949997,92.000000,90.529999,91.279999,83.180397,13729900
2017-03-13,91.309998,91.779999,90.930000,91.360001,83.253296,10004300
2017-03-14,91.019997,91.650002,90.769997,91.510002,83.389984,10237700
2017-03-15,91.800003,92.550003,91.129997,91.730003,83.590469,16601400
2017-03-16,92.029999,92.809998,91.570000,91.639999,83.508469,14492000
2017-03-17,91.830002,92.040001,90.650002,90.680000,82.633644,21734700
2017-03-20,90.269997,91.169998,89.790001,90.029999,82.041313,14623600
2017-03-21,90.360001,90.639999,87.059998,87.389999,79.635590,33089200
2017-03-22,86.889999,88.070000,86.010002,87.529999,79.763161,21741000
2017-03-23,87.209999,88.500000,87.089996,87.389999,79.635590,16090100
2017-03-24,87.790001,88.089996,86.769997,87.290001,79.544449,16093200
2017-03-27,85.529999,87.400002,85.230003,87.239998,79.498886,16689300
2017-03-28,87.019997,89.019997,86.980003,88.599998,80.738205,16264400
2017-03-29,88.599998,88.820000,88.080002,88.269997,80.437477,10207600
2017-03-30,88.199997,89.459999,88.120003,89.029999,81.130058,11631000
2017-03-31,88.709999,88.739998,87.750000,87.839996,80.045654,16987600
2017-04-03,87.989998,88.169998,86.599998,87.519997,79.754044,19831800
2017-04-04,86.889999,87.669998,86.720001,87.309998,80.019829,14280800
2017-04-05,88.419998,88.540001,86.129997,86.190002,79.448326,17635500
2017-04-06,85.980003,86.910004,85.250000,86.480003,79.715645,14379600
2017-04-07,85.930000,86.809998,85.709999,86.180000,79.439095,13097100
2017-04-10,86.080002,86.690002,85.400002,85.879997,79.162552,15081600
2017-04-11,85.540001,85.790001,84.800003,85.730003,79.024300,14690500
2017-04-12,85.930000,85.949997,85.029999,85.400002,78.720116,14730600
2017-04-13,85.500000,86.989998,84.400002,84.400002,77.798347,30529800
2017-04-17,84.440002,86.080002,84.370003,85.860001,79.144127,19071700
2017-04-18,85.360001,85.629997,84.739998,85.160004,78.498894,14127000
2017-04-19,85.500000,85.919998,84.360001,84.459999,77.853630,17588500
2017-04-20,84.980003,85.779999,84.550003,85.550003,78.858383,15635800
2017-04-21,85.500000,85.680000,84.510002,84.519997,77.908943,19820600
2017-04-24,86.550003,88.050003,86.419998,87.500000,80.655853,25468300
2017-04-25,88.550003,89.129997,88.260002,88.260002,81.356415,18253800
2017-04-26,88.349998,89.050003,88.139999,88.430000,81.513115,12832200
2017-04-27,88.370003,88.370003,87.010002,87.610001,80.757248,13329000
2017-04-28,87.599998,87.849998,86.949997,87.000000,80.194954,10755600
2017-05-01,87.360001,87.739998,86.559998,87.059998,80.250275,15712300
2017-05-02,86.709999,86.879997,86.019997,86.500000,79.734062,14414200
2017-05-03,86.059998,87.099998,86.019997,87.000000,80.194954,11540500
2017-05-04,87.690002,87.730003,86.570000,87.099998,80.287132,11540100
2017-05-05,87.250000,87.339996,86.419998,87.000000,80.194954,9436000
2017-05-08,87.040001,87.320000,86.650002,87.099998,80.287132,8162200
2017-05-09,87.260002,87.839996,86.500000,86.750000,79.964508,10273900
2017-05-10,86.529999,87.480003,86.470001,87.430000,80.591324,8334900
2017-05-11,87.089996,87.480003,86.349998,87.160004,80.342438,10907400
2017-05-12,86.680000,87.050003,86.339996,86.919998,80.121216,8738800
2017-05-15,87.099998,87.489998,86.860001,87.339996,80.508354,8835600
2017-05-16,87.360001,88.089996,87.339996,87.610001,80.757248,9795000
2017-05-17,87.610001,87.610001,83.970001,84.269997,77.678474,24679700
2017-05-18,84.070000,84.800003,83.360001,83.959999,77.392754,23350100
2017-05-19,84.209999,85.339996,84.150002,84.779999,78.148598,13412900
2017-05-22,85.180000,85.290001,84.209999,84.699997,78.074852,11636000
2017-05-23,84.750000,86.070000,84.510002,85.760002,79.051956,11753000
2017-05-24,85.879997,85.970001,85.239998,85.709999,79.005882,9833800
2017-05-25,85.989998,86.080002,85.080002,85.349998,78.674011,12238500
2017-05-26,85.110001,85.559998,85.019997,85.360001,78.683228,8113500
2017-05-30,85.129997,85.150002,83.779999,83.900002,77.337440,12603200
2017-05-31,83.730003,83.820000,81.639999,82.150002,75.724319,28327900
2017-06-01,82.459999,83.080002,81.650002,83.059998,76.563141,17123500
2017-06-02,82.290001,82.989998,81.980003,82.639999,76.175980,14998500
2017-06-05,82.639999,83.510002,82.580002,82.790001,76.314270,9080200
2017-06-06,82.290001,83.220001,82.129997,82.959999,76.470978,12196800
2017-06-07,83.309998,84.110001,83.099998,83.910004,77.346657,13711100
2017-06-08,83.910004,85.730003,83.889999,84.949997,78.305298,17951000
2017-06-09,85.510002,87.050003,85.389999,86.959999,80.158089,19120200
2017-06-12,86.959999,87.739998,86.889999,86.980003,80.176537,16053400
2017-06-13,87.550003,87.849998,86.980003,87.269997,80.443848,12557200
2017-06-14,86.769997,87.309998,85.820000,87.089996,80.277916,16175700
2017-06-15,86.250000,87.080002,86.239998,86.570000,79.798576,12509700
2017-06-16,86.849998,86.959999,86.019997,86.180000,79.439095,16936600
2017-06-19,86.970001,88.230003,86.849998,88.070000,81.181274,15972300
2017-06-20,87.750000,87.919998,87.370003,87.519997,80.674286,11197800
2017-06-21,87.480003,87.550003,86.760002,87.120003,80.305588,10005900
2017-06-22,86.930000,87.360001,86.650002,87.019997,80.213402,12180600
2017-06-23,87.660004,88.000000,86.610001,86.860001,80.065918,18812000
2017-06-26,87.010002,87.669998,86.620003,87.239998,80.416176,10082400
2017-06-27,87.709999,88.940002,87.500000,88.050003,81.162842,15415200
2017-06-28,88.599998,90.070000,88.599998,89.820000,82.794388,17466200
2017-06-29,92.339996,92.650002,90.309998,91.150002,84.020355,27697800
2017-06-30,91.959999,92.000000,91.160004,91.400002,84.250801,16892700
2017-07-03,91.559998,93.480003,91.410004,92.750000,85.965477,13208100
2017-07-05,93.120003,93.790001,92.610001,93.680000,86.827446,17535400
2017-07-06,93.540001,94.510002,92.879997,93.379997,86.549393,16596100
2017-07-07,93.959999,94.169998,93.230003,93.849998,86.985016,12817800
2017-07-10,93.500000,93.680000,93.089996,93.190002,86.373299,13987200
2017-07-11,93.330002,93.330002,92.279999,92.830002,86.039619,13262300
2017-07-12,92.610001,92.830002,92.070000,92.510002,85.743034,13540100
2017-07-13,92.690002,93.379997,92.339996,93.099998,86.289879,12820100
2017-07-14,90.809998,92.610001,90.580002,92.250000,85.502037,22235200
2017-07-17,91.820000,91.989998,91.250000,91.389999,84.704956,14374200
